序号,优先级,章节,方剂名,出处,组成,用法,功用,主治,方义,配伍特点,注意/禁忌,《方剂学》页码,来源,QA状态,QA问题,定位标题,PDF页码,书内索引页码,页码类型,定位方法,原文片段文件
238,P1,第16章 祛湿剂,防己黄芪汤,《金匮要略》,防己一两（12g） 甘草炒，半两（6g） 白术七钱半（9g） 黄芪去芦，一两一分（15g）,上锉麻豆大，每抄五钱匕（15g），生姜四片，大枣一枚，水盏半，煎八分，去滓，温服，良久再服。服后当如虫行皮中，从腰下如冰，后坐被上，又以一被绕腰以下，温令微汗，瘥（现代用法：加生姜4片，大枣1枚，水煎服）。,益气祛风，健脾利水。,表虚之风水或风湿。汗出恶风，身重或肿，或肢节疼痛，小便不利，舌淡苔白，脉浮。,方中防己祛风胜湿以止痛，黄芪益气固表而利水，二药相使而用，祛风除湿而不伤正，益气固表而不恋邪，共为君药。白术补气健脾祛湿，既助防己祛湿行水之力，又增黄芪益气固表之功，为臣药。煎时加生姜以助防己祛风湿，加大枣以助芪、术补脾气，姜枣为伍，调和营卫，俱为佐药。甘草益气和中，调和诸药，兼司佐使之职。,祛风除湿与益气固表并用，祛邪而不伤正，固表而不留邪。,服后当如虫行皮中，从腰下如冰，后坐被上，又以一被绕腰以下，温令微汗，瘥（现代用法：加生姜4片，大枣1枚，水煎服）。,P.256,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.450；书内索引页码 P.256,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,防己黄芪汤,P.450,P.256,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\238_防己黄芪汤.txt
239,P1,第7章 表里双解剂,防风通圣散,《黄帝素问宣明论方》,防风 川芎 当归 芍药 大黄 薄荷叶 麻黄 连翘 芒硝各半两（各6g） 石膏黄芩 桔梗各一两（各12g） 滑石三两（20g） 甘草二两（10g） 荆芥 白术 栀子各一分（各3g）,上为末，每服二钱（6g），水一大盏，生姜三片，煎至六分，温服（现代用法：作水丸，每服6g，加生姜3片，煎汤送服，日2次；亦可作汤剂，水煎服）。,疏风解表，泻热通便。,风热壅盛，表里俱实证。憎寒壮热，头目昏眩，目赤睛痛，口苦而干，咽喉不利，胸膈痞闷，咳呕喘满，涕唾稠黏，大便秘结，小便赤涩，舌苔黄腻，脉数有力。并治疮疡肿毒，肠风痔漏，鼻赤，瘾疹等。,方中麻黄、防风、荆芥、薄荷发汗散邪，疏风解表，使表邪从汗而解。黄芩、石膏清泄肺胃；连翘、桔梗清宣上焦，解毒利咽。栀子、滑石清热利湿，引热自小便出；芒硝、大黄泻热通腑，使结热从大便出，四药相伍，使里热从二便分消。火热之邪，易灼血耗气，汗下并用，亦易伤正，故用当归、芍药、川芎养血和血，白术、甘草健脾和中，并监制苦寒之品以免伤胃。煎加生姜和胃助运。诸药配伍，使发汗不伤表，清下不伤里，共奏疏风解表、泻热通便之功。正如《王旭高医书六种·退思集类方……,汗下清利合法，分消表里邪热，养血益气扶正。,因其有汗、下之功，故虚人及孕妇当慎用。,P.118,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.227；书内索引页码 P.118,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,防风通圣散,P.227,P.118,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\239_防风通圣散.txt
240,P1,第8章 补益剂,麦味地黄丸,《医部全录》,即六味地黄丸加麦冬五钱 （15g） 五味子五钱（15g）,上为细末，炼蜜为丸，如梧桐子大，每服三钱（9g），空腹时用白汤送下。,滋补肺肾。,肺肾阴虚证。症见虚烦劳热，咳嗽吐血，潮热盗汗。,,,,P.138,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.257；书内索引页码 P.138,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,麦味地黄丸,P.257,P.138,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\240_麦味地黄丸.txt
241,P1,第9章 固涩剂,赤石脂禹余粮汤,《伤寒论》,赤石脂碎，一斤（50g） 太乙禹余粮碎，一斤（50g）,上二味，以水六升，煮取二升，去滓，分温三服。,涩肠止泻。,泻痢日久，滑脱不禁。,,,,P.155,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.286；书内索引页码 P.155,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,赤石脂禹余粮汤,P.286,P.155,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\241_赤石脂禹余粮汤.txt
242,P1,第21章 治痈疡剂,苇茎汤,《外台秘要》引《古今录验方》,苇锉，一升（60g） 薏苡仁半升（30g） 桃仁去皮、尖、两仁者，五十枚（9g） 瓜瓣半升（24g）,上四味， 咀，以水一斗，先煮苇令得五升，去滓，悉内诸药，煮取二升，分再服，当吐如脓（现代用法：水煎服）。,清肺化痰，逐瘀排脓。,痰瘀互结，热毒壅滞之肺痈证。身有微热，咳嗽痰多，甚则咳吐腥臭脓血，胸中隐隐作痛，舌红，苔黄腻，脉滑数。,本方重用苇茎为君药，其性甘寒轻浮，善清肺热，其茎“中空，专于利窍，善治肺痈，吐脓血臭痰”（《本经逢原》），为治肺痈之要药。臣以瓜瓣（冬瓜仁）清热化痰，利湿排脓，能清上彻下，肃降肺气，与君药配伍，则清肺宣壅、涤痰排脓；薏苡仁甘淡微寒，上清肺热而排脓，下利肠胃而渗湿，亦为臣药。佐以桃仁活血祛瘀以助消痈，且能润燥滑肠而通下，使痰瘀之邪从下而解。四药配伍，共奏清热化痰、逐瘀排脓之效。,药性平和，清化于上，降渗于下，凉而不寒。,,P.303,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.526；书内索引页码 P.303,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,苇茎汤,P.526,P.303,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\242_苇茎汤.txt
243,P1,第14章 治风剂,苍耳子散,《重订严氏济生方》,辛夷仁半两（6g） 苍耳子炒，二钱半（5g） 香白芷一两 （9g） 薄荷叶半钱（3g） 并晒干，为细末,每服二钱（6g），用葱茶清，食后调服。,疏风止痛，通利鼻窍。,风邪上攻之鼻渊。症见鼻塞、流浊涕，不辨香臭，前额头痛等。,,,,P.217,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.385；书内索引页码 P.217,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,苍耳子散,P.385,P.217,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\243_苍耳子散.txt
244,P1,第8章 补益剂,杞菊地黄丸,《麻疹全书》,即六味地黄丸加枸杞子 菊花各三钱（各9g）,上为细末，炼蜜为丸，如梧桐子大，每服三钱（9g），空腹服。,滋肾养肝明目。,肝肾阴虚证。症见两目昏花，视物模糊，或眼睛干涩，迎风流泪等。,,,,P.137,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.257；书内索引页码 P.137,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,杞菊地黄丸,P.257,P.137,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\244_杞菊地黄丸.txt
245,P1,第16章 祛湿剂,连朴饮,《霍乱论》,制厚朴二钱（6g） 川连姜汁炒 石菖蒲 制半夏各一钱（各3g） 香豉炒 焦栀各三钱（各9g） 芦根二两（60g）,水煎服。,清热化湿，理气和中。,湿热霍乱。胸脘痞闷，恶心呕吐，口渴不欲多饮，心烦溺赤，泄泻，或霍乱吐泻，舌苔黄腻，脉濡数。,方中芦根用量独重，取其清热止呕除烦，兼具利小便而导湿热之功，为君药。黄连苦寒，清热燥湿，姜制又增和胃止呕之功；厚朴辛苦性温，宣畅气机，化湿行滞，为臣药。半夏辛燥性温，降逆和胃止呕；栀子苦寒，清心泻热，导湿热从小溲而出；石菖蒲芳香化湿醒脾；淡豆豉宣郁止烦，合栀子以清宣郁热而除心烦，俱为佐药。诸药相伍，清热化湿，理气和中，俾湿热去、脾胃和，则痞闷、吐泻诸症可除。,苦辛合法，寒温并用，清化降利以和中。,,P.250,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.440；书内索引页码 P.250,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,连朴饮,P.440,P.250,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\245_连朴饮.txt
246,P1,第6章 温里剂,吴茱萸汤,《伤寒论》,吴茱萸洗，一升（9g） 人参三两（9g） 生姜切，六两（18g） 大枣擘，十二枚（4枚）,上四味，以水七升，煮取二升，去滓。温服七合，日三服（现代用法：水煎服）。,温中补虚，降逆止呕。,1.胃寒呕吐证。食谷欲呕，或兼胃脘疼痛，吞酸嘈杂，舌淡，脉沉弦而迟。2.肝寒上逆证。干呕吐涎沫，头痛，巅顶痛甚，舌淡，脉沉弦。3.肾寒上逆证。呕吐下利，手足厥冷，烦躁欲死，舌淡，脉沉细。,方中吴茱萸辛苦性热，入肝、肾、脾、胃经，上可温胃散寒，下可温暖肝肾，又能降逆止呕，一药而三经并治，《金镜内台方议》谓“吴茱萸能下三阴之逆气”，故以为君。重用辛温之生姜为臣，生姜乃呕家之圣药，温胃散寒，降逆止呕。吴茱萸与生姜配伍，相须为用，温降并行，颇宜阴寒气逆之机。《医方论》云：“吴茱萸辛烈善降，得姜之温通，用以破除阴气有余矣。”佐以甘温之人参，补益中焦脾胃之虚；佐使以甘平之大枣，益气补脾，调和诸药。人参、大枣并用，补益中气，与吴茱萸、……,肝肾胃三经同治，温降补三法并施，以温降为主。,,P.105,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.207；书内索引页码 P.105,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,吴茱萸汤,P.207,P.105,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\246_吴茱萸汤.txt
247,P1,第13章 理血剂,身痛逐瘀汤,《医林改错》,秦艽一钱（3g） 川芎二钱（6g） 桃仁 红花各三钱（各9g） 甘草二钱（6g） 羌活一钱（3g） 没药二钱（6g） 当归三钱（9g） 灵脂炒，二钱（6g） 香附一钱（3g） 牛膝三钱（9g） 地龙去土，二钱（6g）,水煎服。,活血行气，祛瘀通络，通痹止痛。,瘀血痹阻经络证。肩痛、臂痛、腰痛、腿痛，或周身疼痛，痛如针刺，经久不愈。,,,,P.201,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.360；书内索引页码 P.201,注意/禁忌待补核,教材正文未抽到明确注意/禁忌句，需人工补核。；P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,身痛逐瘀汤,P.360,P.201,PDF页码+书内索引页码,附方段落定位,D1_formula_snippets_300\247_身痛逐瘀汤.txt
248,P1,第8章 补益剂,龟鹿二仙胶,《医便》,鹿角用新鲜麋鹿杀角，解的不用，马鹿角不用，去角脑梢，角二寸截断，劈开净用，十斤（5000g） 龟板去弦，洗净，捶碎，五斤（2500g） 人参十五两（450g） 枸杞子三十两（900g）,上前二味袋盛，放长流水内浸三日，用铅坛一只，如无铅坛，底下放铅一大片亦可。将角并板放入坛内，用水浸高三五寸，黄蜡三两封口，放入锅内，桑柴火煮七昼夜，煮时坛内一日添热水一次，勿令沸起，锅内一日夜添水五次，候角酥取出，洗，滤净去滓。其滓即鹿角霜、龟霜也。将清汁另放。另将人参、枸杞子用铜锅以水三十六碗，熬至药面无水，以新布绞取清汁，将滓置石臼水捶捣细，用水二十四碗又熬如前；又滤又捣又熬，如此三次，以滓无味为度。将前龟、鹿汁并参、杞汁和入锅内，又火熬至滴水成珠不散，乃成胶也。每服初起一钱五分（4.5g），十日加五分（1.5g），加至三钱（9g）止，空心酒化下（现代用法：熬胶，初服每日4.5g，渐加至9g，空心以酒少许送服）。,滋阴填精，益气壮阳。,真元虚损，精血不足证。全身瘦削，阳痿遗精，两目昏花，腰膝酸软，久不孕育。,方用鹿角胶甘咸而温，通督脉而补阳，且益精补血；龟板胶甘咸而寒，通任脉而养阴，滋补阴血。二药俱为血肉有情之品，合而用之，能峻补阴阳，填精补髓，滋养阴血，共为君药。配人参大补元气，健补脾胃，以助后天气血生化之源；枸杞子益肝肾，补精血，以助龟、鹿二胶之力，共为臣药。四药相合，壮元阳，填真阴，益精髓，补气血，故又能益寿延年，生精种子。“由是精生而气旺，气旺而神昌，庶几龟鹿之年矣，故曰二仙。”（《古今名医方论》）,主以血肉有情之品，阴阳气血并补，但以调补阴阳为主。,将角并板放入坛内，用水浸高三五寸，黄蜡三两封口，放入锅内，桑柴火煮七昼夜，煮时坛内一日添热水一次，勿令沸起，锅内一日夜添水五次，候角酥取出，洗，滤净去滓。,P.146,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.273；书内索引页码 P.146,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,龟鹿二仙胶,P.273,P.146,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\248_龟鹿二仙胶.txt
249,P1,第16章 祛湿剂,羌活胜湿汤,《脾胃论》,羌活 独活各一钱（各6g） 藁本 防风 甘草炙，各五分（各3g） 蔓荆子三分（2g） 川芎二分（1.5g）,上 咀，都作一服，水二盏，煎至一盏，去滓，食后温服（现代用法：水煎服）。,祛风胜湿止痛。,风湿犯表之痹证。肩背痛不可回顾，头痛身重，或腰脊疼痛，难以转侧，苔白，脉浮。,方中羌活、独活辛苦温燥，皆可祛风除湿，通利关节。其中羌活善祛上部风湿，独活善祛下部风湿，二者合用，可散周身风湿而止痹痛，共为君药。防风散风胜湿而治一身之痛；川芎上行头目，旁通络脉，既可疏散周身风邪，又能活血行气而止头身之痛，共助君药散邪通痹止痛之力，用为臣药。藁本疏散太阳经之风寒湿邪，且善达巅顶而止头痛；蔓荆子亦轻浮上行，主散头面之邪，并可清利头目，俱为佐药。甘草缓诸药辛散之性，并调和诸药，为佐使药。诸药配伍，可祛风胜湿，宣痹止痛。,独取辛温行散之法，量小轻扬微汗蠲痹。,肩背痛不可回顾，头痛身重，或腰脊疼痛，难以转侧，苔白，脉浮。,P.264,《方剂学》第十版（邓中甲主编，人民卫生出版社，2016，ISBN 9787117218900）；PDF页码 P.463；书内索引页码 P.264,已从教材PDF抽取待人工复核,P1扩展条目由书后方名索引自动抽取，训练前需人工逐条核对。,羌活胜湿汤,P.463,P.264,PDF页码+书内索引页码,全文标题定位,D1_formula_snippets_300\249_羌活胜湿汤.txt
